paperID,paper title,publish years,authors
2756384930,assessing state of the art sentiment models on state of the art sentiment datasets,2017-01-01,jeremy barnes;roman klinger;sabine schulte im walde
2756386045,natural language inference over interaction space,2018-02-15,yichen gong;heng luo;jian zhang
2756487349,neural response generation via gan with an approximate embedding layer,2017-01-01,zhen xu;bingquan liu;baoxun wang;chengjie sun;xiaolong wang;zhuoran wang;chao qi
2756566873,context aware representations for knowledge base relation extraction,2017-01-01,daniil sorokin;iryna gurevych
2756736520,modeling temporal progression of emotional status in mental health forum a recurrent neural net approach,2017-01-01,kishaloy halder;lahari poddar;minyen kan
2756784878,detect to track and track to detect,2017-10-01,christoph feichtenhofer;axel pinz;andrew zisserman
2756866694,graphdocexplore a framework for the experimental comparison of graph based document exploration techniques,2017-01-01,tobias falke;iryna gurevych
2756946152,deconvolutional latent variable model for text sequence matching,2018-02-07,dinghan shen;yizhe zhang;ricardo henao;qinliang su;lawrence carin
2757195620,knowyournyms a game of semantic relationships,2017-01-01,ross mechanic;dean fulgoni;hannah cutler;sneha rajana;zheyuan liu;bradley jackson;anne cocos;chris callisonburch;marianna apidianaki
2757281913,deciphering related languages,2017-01-01,nima pourdamghani;kevin knight
2757315180,where is misty interpreting spatial descriptors by modeling regions in space,2017-01-01,nikita kitaev;d klein
2757356831,vpgnet vanishing point guided network for lane and road marking detection and recognition,2017-10-01,seokju lee;junsik kim;jae shin yoon;seunghak shin;oleksandr bailo;namil kim;taehee lee;hyun seok hong;seunghoon han;in so kweon
2757390651,the labeled segmentation of printed books,2017-01-01,lara mcconnaughey;jennifer dai;david bamman
2757431232,sparsity and noise where knowledge graph embeddings fall short,2017-01-01,jay pujara;eriq augustine;lise getoor
2757508077,be your own prada fashion synthesis with structural coherence,2017-10-01,shizhan zhu;sanja fidler;raquel urtasun;dahua lin;chen change loy
2757541972,recurrent attention network on memory for aspect sentiment analysis,2017-01-01,peng chen;zhongqian sun;lidong bing;wei yang
2757658538,an end to end deep framework for answer triggering with a novel group level objective,2017-01-01,jie zhao;yu su;ziyu guan;huan sun
2757667583,rotated word vector representations and their interpretability,2017-01-01,sungjoon park;jinyeong bak;alice h oh
2757836268,long text generation via adversarial training with leaked information,2018-02-07,jiaxian guo;sidi lu;han cai;weinan zhang;jun wang;yong yu
2757978590,question generation for question answering,2017-01-01,nan duan;duyu tang;peng chen;ming zhou
2758481664,document level multi aspect sentiment classification as machine comprehension,2017-01-01,yichun yin;yangqiu song;ming zhang
2758702837,unified deep supervised domain adaptation and generalization,2017-10-01,saeid motiian;marco piccirilli;donald a adjeroh;gianfranco doretto
2758714918,scene parsing with global context embedding,2017-10-01,weichih hung;yihsuan tsai;xiaohui shen;zhe l lin;kalyan sunkavalli;xin lu;minghsuan yang
2758785877,unsupervised learning of disentangled and interpretable representations from sequential data,2017-01-01,weining hsu;yu zhang;james r glass
2758820997,simple queries as distant labels for predicting gender on twitter,2017-01-01,chris emmery;grzegorz chrupala;walter daelemans
2758830812,repeat before forgetting spaced repetition for efficient and effective training of neural networks,2017-01-01,hadi amiri;timothy a miller;guergana savova
2758973543,initializing convolutional filters with semantic features for text classification,2017-01-01,shen li;zhe zhao;tao liu;renfen hu;xiaoyong du
2759011671,segflow joint learning for video object segmentation and optical flow,2017-10-01,jingchun cheng;yihsuan tsai;shengjin wang;minghsuan yang
2759098435,semi supervised structured prediction with neural crf autoencoder,2017-01-01,xiao zhang;yong jiang;hao peng;kewei tu;dan goldwasser
2759132950,autoencoder by forest,2018-02-07,ji feng;zhihua zhou
2759194005,lazy stochastic principal component analysis,2017-11-01,michael wojnowicz;dinh nguyen;li li;xuan zhao
2759302818,subunets end to end hand shape and continuous sign language recognition,2017-10-01,necati cihan camgoz;simon hadfield;oscar koller;richard bowden
2759366113,joint embeddings of chinese words characters and fine grained subcharacter components,2017-01-01,jinxing yu;xun jian;hao xin;yangqiu song
2759735259,process trace clustering,2016-01-01,phuong nguyen;aleksander slominski;vinod muthusamy;vatche ishakian;klara nahrstedt
2759816466,visual question generation as dual task of visual question answering,2018-06-18,yikang li;nan duan;bolei zhou;xiao chu;wanli ouyang;xiaogang wang;ming zhou
2759869292,human centered nlp with user factor adaptation,2017-01-01,veronica e lynn;youngseo son;vivek kulkarni;niranjan balasubramanian;h andrew schwartz
2759973161,on the regularization of wasserstein gans,2018-02-15,henning petzka;asja fischer;denis lukovnikov
2759996146,a soft label method for noise tolerant distantly supervised relation extraction,2017-01-01,tianyu liu;kexiang wang;baobao chang;zhifang sui
2760079692,playing for benchmarks,2017-10-01,stephan r richter;zeeshan hayder;vladlen koltun
2760385187,200k crowdsourced political arguments for a new chilean constitution,2017-01-01,constanza fierro;claudio fuentes;jorge perez;mauricio quezada
2760542361,speeding up reinforcement learning based information extraction training using asynchronous methods,2017-01-01,aditya sharma;zarana parekh;partha pratim talukdar
2760577196,combining graph degeneracy and submodularity for unsupervised extractive summarization,2017-01-01,antoine j p tixier;polykarpos meladianos;michalis vazirgiannis
2760600531,adversarial training for relation extraction,2017-01-01,yi wu;david bamman;stuart j russell
2760746198,multi label image recognition by recurrently discovering attentional regions,2017-10-01,zhouxia wang;tianshui chen;guanbin li;ruijia xu;liang lin
2760832370,differentially private database release via kernel mean embeddings,2018-07-10,matej balog;ilya tosltikhin;bernhard scholkopf
2760844412,learning to generalize meta learning for domain generalization,2018-02-07,da li;yongxin yang;timothy m hospedales;yizhe song
2761081518,global rdf vector space embeddings,2017-01-01,michael cochez;michael cochez;petar ristoski;simone paolo ponzetto;heiko paulheim
2761412636,speaker role contextual modeling for language understanding and dialogue policy learning,2017-01-01,ta chung chi;po chun chen;shangyu su;yunnung chen
2761554352,webisalod providing hypernymy relations extracted from the web as linked open data,2017-10-21,sven hertling;heiko paulheim
2761873684,rainbow combining improvements in deep reinforcement learning,2018-02-07,matteo hessel;joseph modayil;hado van hasselt;tom schaul;georg ostrovski;will dabney;dan horgan;david silver
2761896323,network embedding as matrix factorization unifying deepwalk line pte and node2vec,2018-02-02,jiezhong qiu;yuxiao dong;hao ma;jian li;kuansan wang;jie tang
2762248526,vickey mining conditional keys on knowledge bases,2017-10-21,danai symeonidou;luis galarraga;nathalie pernelle;fatiha sais;fabian m suchanek
2762355386,the kendall and mallows kernels for permutations,2018-07-01,yunlong jiao;jeanphilippe vert
2762481393,lattice recurrent unit improving convergence and statistical efficiency for sequence modeling,2018-02-07,chaitanya ahuja;louisphilippe morency
2762484717,word translation without parallel data,2018-02-15,guillaume lample;alexis conneau;marcaurelio ranzato;ludovic denoyer;herve jegou
2763421725,mixed precision training,2018-02-15,paulius micikevicius;sharan narang;jonah m alben;gregory f diamos;erich elsen;david garcia;boris ginsburg;michael houston;oleksii kuchaiev;ganesh venkatesh;hao wu
2763482251,the midi linked data cloud,2017-10-21,albert meronopenuela;rinke hoekstra;rinke hoekstra;aldo gangemi;aldo gangemi;peter bloem;reinier de valk;bas stringer;berit janssen;victor de boer;alo allik;stefan schlobach;kevin r page
2764017292,codeontology rdf ization of source code,2017-10-21,mattia atzeni;maurizio atzori
2764019261,video generation from text,2018-02-07,yitong li;martin renqiang min;dinghan shen;david e carlson;lawrence carin
2764024122,interpretable convolutional neural networks,2018-06-18,quanshi zhang;ying nian wu;songchun zhu
2764222390,widoco a wizard for documenting ontologies,2017-10-21,daniel garijo
2765101016,variational continual learning,2018-02-15,cuong v nguyen;yingzhen li;thang d bui;richard e turner
2765185632,deep learning as a mixed convex combinatorial optimization problem,2018-02-15,abram l friesen;pedro m domingos
2765198297,genetic policy optimization,2018-02-15,tanmay gangwani;jian peng
2765302304,distributional reinforcement learning with quantile regression,2018-02-07,will dabney;mark rowland;marc g bellemare;remi munos
2765317665,not so random features,2018-02-15,brian bullins;cyril zhang;yi zhang
2765384636,countering adversarial images using input transformations,2018-02-15,chuan guo;mayank rana;moustapha cisse;laurens van der maaten
2765505794,end to end flow correlation tracking with spatial temporal attention,2018-06-18,zheng zhu;wei wu;wei zou;junjie yan
2765506414,learning linear dynamical systems via spectral filtering,2017-01-01,elad hazan;karan singh;cyril zhang
2765515188,indirect supervision for relation extraction using question answer pairs,2018-02-02,zeqiu wu;xiang ren;frank f xu;ji li;jiawei han
2765615734,visualizing and understanding atari agents,2018-07-10,samuel greydanus;anurag koul;jonathan dodge;alan fern
2765694298,measles in children,2017-09-20,u i marusik
2765761462,towards effective low bitwidth convolutional neural networks,2018-06-18,bohan zhuang;chunhua shen;mingkui tan;lingqiao liu;ian d reid
2765813195,deep learning for case based reasoning through prototypes a neural network that explains its predictions,2018-02-07,oscar li;hao liu;chaofan chen;cynthia rudin
2765872171,pde net learning pdes from data,2018-02-15,zichao long;yiping lu;xianzhong ma;bin dong
2765883783,rotational unit of memory,2018-02-15,rumen dangovski;li jing;marin soljacic
2765961751,unsupervised machine translation using monolingual corpora only,2018-02-15,guillaume lample;alexis conneau;ludovic denoyer;marcaurelio ranzato
2766061613,compressing word embeddings via deep compositional code learning,2018-02-15,raphael shu;hideki nakayama
2766067961,deep photometric stereo network,2017-10-01,hiroaki santo;masaki samejima;yusuke sugano;boxin shi;yasuyuki matsushita
2766108848,generating natural adversarial examples,2018-02-15,zhengli zhao;dheeru dua;sameer singh
2766164908,don t decay the learning rate increase the batch size,2018-02-15,samuel l smith;pieterjan kindermans;quoc v le
2766182427,unsupervised neural machine translation,2018-02-15,mikel artetxe;gorka labaka;eneko agirre;kyunghyun cho
2766184602,emergent translation in multi agent communication,2018-02-15,jason lee;kyunghyun cho;jason weston;douwe kiela
2766224267,on the expressive power of overlapping architectures of deep learning,2018-02-15,or sharir;amnon shashua
2766283167,multi view data generation without view supervision,2018-02-15,mickael chen;ludovic denoyer;thierry artieres
2766291758,shape from polarisation a nonlinear least squares approach,2017-10-01,ye yu;dizhong zhu;william a p smith
2766324147,attacking binarized neural networks,2018-02-15,angus galloway;graham w taylor;medhat moussa
2766329461,background subtraction via fast robust matrix completion,2017-10-01,behnaz rezaei;sarah ostadabbas
2766343248,malware detection by eating a whole exe,2017-01-01,edward raff;jon barker;jared sylvester;robert brandon;bryan catanzaro;charles k nicholas
2766453196,graph attention networks,2018-02-15,petar velickovic;guillem cucurull;arantxa casanova;adriana romero;pietro lio;yoshua bengio
2766527293,progressive growing of gans for improved quality stability and variation,2018-02-15,tero karras;timo aila;samuli laine;jaakko lehtinen
2766530067,approximate string joins with abbreviations,2017-09-01,wenbo tao;dong deng;michael stonebraker
2766632056,fair kernel learning,2017-09-18,adrian perezsuay;valero laparra;gonzalo mateogarcia;jordi munozmari;luis gomezchova;gustau campsvalls
2766678531,deep neural networks as gaussian processes,2018-02-15,jaehoon lee;jascha sohldickstein;jeffrey pennington;roman novak;sam schoenholz;yasaman bahri
2766727034,fast information theoretic bayesian optimisation,2018-07-10,binxin ru;michael a osborne;mark mcleod;diego granziol
2766732270,figureqa an annotated figure dataset for visual reasoning,2018-02-15,samira ebrahimi kahou;adam atkinson;vincent michalski;akos kadar;adam trischler;yoshua bengio
